106;1;1481727250.441262007;-0.8937689661979675293;0.05768255144357681274;-2.238709211349487305
107;1;1481727250.651490927;-0.8249745368957519531;0.05800386518239974976;-2.239149808883666992
108;1;1481727250.84147501;-0.7565060853958129883;0.06302798539400100708;-2.237176895141601562
109;1;1481727251.042170048;-0.6972547769546508789;0.06013704091310501099;-2.241781473159790039
110;1;1481727251.206115961;-0.6535216569900512695;0.05802050977945327759;-2.249046802520751953
111;1;1481727251.394365072;-0.594394683837890625;0.06312566995620727539;-2.264981985092163086
112;1;1481727251.541026115;-0.5492984652519226074;0.06582952290773391724;-2.2835693359375
113;1;1481727251.792521954;-0.4736754298210144043;0.07013798505067825317;-2.309229612350463867
114;1;1481727252.093085051;-0.3897150158882141113;0.05925379693508148193;-2.328668594360351562
115;1;1481727252.343722105;-0.3166344165802001953;0.06353724747896194458;-2.33297419548034668
116;1;1481727252.490629911;-0.2733443379402160645;0.06267274171113967896;-2.333272695541381836
117;1;1481727252.691395998;-0.2070862650871276855;0.05129591003060340881;-2.329783916473388672
118;1;1481727252.941135883;-0.1331553459167480469;0.04582325741648674011;-2.324079751968383789
119;1;1481727253.191694975;-0.06974655389785766602;0.03982818871736526489;-2.320025920867919922
120;1;1481727253.391499043;-0.006043851375579833984;0.04066129028797149658;-2.31914520263671875
121;1;1481727253.547470093;0.05419886112213134766;0.04079410061240196228;-2.3146820068359375
122;1;1481727253.742878914;0.1201657652854919434;0.03828060999512672424;-2.312505245208740234
123;1;1481727253.901962996;0.1580504775047302246;0.03000835701823234558;-2.309292078018188477
124;1;1481727254.041143894;0.193719029426574707;0.02662061154842376709;-2.297292232513427734
125;1;1481727254.191329956;0.2271053194999694824;0.02351608127355575562;-2.27669072151184082
126;1;1481727254.341397047;0.2617073655128479004;0.02203967049717903137;-2.249065160751342773
127;1;1481727254.541100025;0.3093608617782592773;0.02008239179849624634;-2.197176218032836914
128;1;1481727254.741276026;0.3498386740684509277;0.01217938680201768875;-2.142239570617675781
129;1;1481727254.941164017;0.3840950727462768555;0.004531864076852798462;-2.095104694366455078
130;1;1481727255.141371965;0.4153950214385986328;-0.00058668479323387146;-2.06008148193359375
131;1;1481727255.356503963;0.4536842703819274902;-0.007113402709364891052;-2.029323577880859375
132;1;1481727255.59811902;0.5111495256423950195;-0.00984018668532371521;-1.993143320083618164
133;1;1481727255.841952085;0.5777453184127807617;-0.02042432129383087158;-1.955043554306030273
134;1;1481727256.091939926;0.6306077241897583008;-0.02143466845154762268;-1.913010120391845703
135;1;1481727256.291783094;0.6578883528709411621;-0.02357441000640392303;-1.88034212589263916
136;1;1481727256.491727114;0.6805267333984375;-0.02608844637870788574;-1.836105704307556152
137;1;1481727256.753670931;0.7051568031311035156;-0.0330605432391166687;-1.764517068862915039
138;1;1481727256.94748807;0.7223850488662719727;-0.03498502075672149658;-1.693924427032470703
